Name,Year,Manufacturer,State,Color,Fuel type,Transmission,Engine,VIN,Mileage,Price
Cayman S,2014,Porsche,VA,Racing Yellow,Gasoline ,7-Speed Automatic with Auto-Shift,3.4L H6 24V GDI DOHC,WP0AB2A81EK193222,"53,768 mi.","$50,995"
Explorer Limited,2018,Ford,VA,White,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K8F82JGA61544,"46,302 mi.","$33,995"
CT6 3.6L Luxury,2018,Cadillac,MI,Black Raven,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1G6KD5RSXJU145820,"48,636 mi.","$39,987"
Aviator Reserve AWD,2020,Lincoln,NY,Magnetic Gray Metallic,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC3LGL04231,"10,028 mi.","$59,995"
435 i xDrive,2015,BMW,NY,Black,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-6 3.0 L/182,WBA3R5C56FK189576,"60,032 mi.","$24,495"
Q8 55 Premium,2021,Audi,NY,Navarra Blue Metallic,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,WA1EVAF1XMD015501,"13,771 mi.","$74,994"
M4 Base,2015,BMW,FL,Gold,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,WBS3R9C57FK329668,"53,149 mi.","$44,999"
Traverse LT Leather,2019,Chevrolet,CO,Mosaic Black Metallic,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNEVHKW4KJ150530,"28,254 mi.","$39,389"
Accord EX-L 2.0T,2018,Honda,TX,Modern Steel Metallic,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F51JA019117,"25,773 mi.","$28,692"
X3 sDrive28i,2017,BMW,GA,Alpine White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWZ7C39H0V93852,"35,298 mi.","$21,900"
R8 5.2,2014,Audi,CA,Panther Black,Gasoline ,7-Speed Automatic with Auto-Shift,5.2L V10 40V GDI DOHC,WUAENAFG1EN000166,"26,405 mi.","$114,990"
C-Class C 300 4MATIC,2018,Mercedes-Benz,MO,White,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDWF4KB6JR411386,"35,589 mi.","$33,750"
RS 5 2.9T,2018,Audi,FL,Daytona Gray Pearl Effect,Gasoline ,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,WUARWAF50JA903777,"15,109 mi.","$66,998"
1500 Rebel,2021,RAM,CO,Flame Red Clearcoat,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFLT0MN573875,"13,751 mi.","$59,999"
Rover Range Rover Sport HSE,2012,Land,OH,Santorini Black,Gasoline ,6-Speed Automatic,5.0L V8 32V GDI DOHC,SALSF2D48CA757994,"83,140 mi.","$21,395"
Rover Range Rover Sport Supercharged HSE,2016,Land,TX,Santorini Black,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALWR2PF6GA593740,"52,197 mi.","$41,373"
Edge Titanium,2018,Ford,MN,Magnetic Metallic,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K93JBB85765,"14,095 mi.","$37,000"
Corolla LE,2019,Toyota,FL,Classic Silver Metallic,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,2T1BURHE9KC174370,"31,428 mi.","$17,499"
QX56,2007,INFINITI,CO,Tuscan Pearl,Gasoline ,5-Speed Automatic,5.6L V8 32V MPFI DOHC,5N3AA08C97N803552,"223,391 mi.","$6,999"
Model X 75D,2018,Tesla,MA,Black,Electric ,1-Speed Automatic,Electric,5YJXCDE22JF103978,"23,075 mi.","$71,988"
QX80 Base,2017,INFINITI,MO,Black,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AZ2NEXH9152017,"48,887 mi.","$44,900"
328 Gran Turismo i xDrive SULEV,2016,BMW,TX,Glacier Silver Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA8Z5C59GG501819,"57,726 mi.","$22,791"
Edge ST,2019,Ford,NY,Agate Black Metallic,Gasoline ,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2FMPK4AP5KBB99457,"19,932 mi.","$38,681"
RAV4 XLE,2018,Toyota,NY,Silver Sky Metallic,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3RFREVXJW728033,"11,155 mi.","$26,900"
540 i xDrive,2018,BMW,MA,Black,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C55JWD53273,"37,748 mi.","$44,995"
TSX 2.4,2012,Acura,NC,Gray,Gasoline ,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JH4CU2F4XCC011967,"80,933 mi.","$9,790"
Grand Cherokee Limited,2020,Jeep,TN,Diamond Black,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C4RJFBT2LC362638,"7,020 mi.","$49,397"
Rover Range Rover Sport HSE,2012,Land,CA,Fuji White,Gasoline ,6-Speed Automatic,5.0L V8 32V GDI DOHC,SALSF2D42CA727051,"123,795 mi.","$14,995"
M5 Base,2018,BMW,IL,Gray Metallic,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBSJF0C51JB282366,"36,467 mi.","$72,900"
M-Class ML 350,2015,Mercedes-Benz,PA,Iridium Silver Metallic,Gasoline ,Automatic,Premium Unleaded V-6 3.5 L/213,4JGDA5HB7FA448610,"82,885 mi.","$23,997"
Palisade Limited,2020,Hyundai,IL,Black,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHEXLU036433,"12,379 mi.","$49,813"
440 i xDrive,2019,BMW,FL,Alpine White,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA4W9C5XKAF93987,"23,135 mi.","$42,481"
RDX Technology Package,2017,Acura,VA,White Diamond Pearl,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5J8TB4H59HL025697,"56,103 mi.","$24,500"
Wrangler Unlimited Rubicon,2021,Jeep,PA,Sarge Green Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4HJXFG1MW632585,"9,615 mi.","$53,995"
XT5 Premium Luxury,2017,Cadillac,TX,Dark Granite Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS8HZ181592,"54,723 mi.","$29,691"
Mustang EcoBoost Premium,2019,Ford,OK,Race Red,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FA6P8TH4K5118392,"15,228 mi.","$29,400"
Tahoe LTZ,2012,Chevrolet,IL,White Diamond Tri-Coat,E85 Flex Fuel ,6-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,1GNSKCE05CR184890,"82,772 mi.","$23,999"
Cayenne GTS,2016,Porsche,NY,Blue,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo,WP1AD2A29GLA72178,"60,016 mi.","$43,450"
Wrangler Unlimited Sport,2020,Jeep,,Bikini Pearlcoat,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXDN0LW191709,"12,041 mi.","$41,499"
Grand Cherokee SRT,2021,Jeep,VA,Diamond Black,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,1C4RJFDJ3MC576647,"11,958 mi.","$76,500"
540 i xDrive,2018,BMW,MA,Jet Black,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C53JWC57495,"36,941 mi.","$49,000"
Altima 2.5 SR,2018,Nissan,FL,Black,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,1N4AL3AP6JC131531,"46,902 mi.","$16,994"
Q7 3.0T Premium Plus,2018,Audi,IL,Cobra Beige Metallic,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WA1LAAF71JD011050,"16,648 mi.","$47,900"
Accord Touring 2.0T,2018,Honda,TX,Platinum White Pearl,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F90JA028202,"70,214 mi.","$27,121"
Romeo Giulia Quadrifoglio,2017,Alfa,VA,White Tri-Coat,Gasoline ,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,ZARFAEAVXH7560583,"13,356 mi.","$55,500"
Silverado 3500 LTZ,2019,Chevrolet,IA,White,Diesel ,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,1GC4KXEY2KF204236,"46,495 mi.","$68,500"
Yukon SLT,2020,GMC,PA,Summit White,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS2BKC9LR207528,"62,820 mi.","$48,900"
Terrain SLT,2018,GMC,NJ,Satin Steel Metallic,E85 Flex Fuel ,Automatic,Turbo Gas/Ethanol I4 1.5L/,3GKALVEV7JL388222,"16,014 mi.","$28,899"
Model S 90D,2016,Tesla,MN,Titanium Metallic,Electric ,1-Speed Automatic,Electric,5YJSA1E2XGF127274,"53,358 mi.","$52,875"
Grand Cherokee Limited,2020,Jeep,TN,Pacific Blue Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG8LC397686,"21,460 mi.","$41,494"
X1 xDrive 35i,2013,BMW,VA,White,Gasoline ,6-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAVM5C50DVV90219,"63,929 mi.","$16,995"
RAV4 XLE,2018,Toyota,WI,Black,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3RFREV9JW778339,"31,945 mi.","$25,135"
Odyssey Touring,2021,Honda,TX,White,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H86MB003293,"10,514 mi.","$44,494"
XK,2007,Jaguar,IA,Slate,Gasoline ,6-Speed Automatic,4.2L V8 32V MPFI DOHC,SAJWA44B975B16373,"97,000 mi.","$16,999"
RX 350,2018,Lexus,NJ,White,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC,2T2BZMCA9JC151528,"48,227 mi.","$39,995"
1500 Laramie,2020,RAM,MI,Granite Crystal Clearcoat Metallic,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT1LN243311,"13,541 mi.","$47,995"
X7 xDrive40i,2020,BMW,IL,Alpine White,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C00L9B11913,"16,536 mi.","$76,600"
Transit-250 Base,2020,Ford,TX,White,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC,1FTBR1Y86LKA71307,"11,472 mi.","$50,043"
Aviator Reserve AWD,2020,Lincoln,NC,Infinite Black Metallic,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC8LGL10946,"14,091 mi.","$55,999"
Tahoe LT,2018,Chevrolet,VA,Black,Gasoline ,Automatic,8 Cylinder Engine,1GNSKBKC5JR232538,"51,629 mi.","$49,990"
Santa Fe Limited 2.0T,2019,Hyundai,MD,Twilight Black,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5NMS5CAA0KH036356,"27,255 mi.","$31,762"
Tahoe LT,2020,Chevrolet,TX,Summit White,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKBKC2LR165383,"65,259 mi.","$48,880"
F-150 XL,2018,Ford,FL,Magnetic,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEX1EP9JKE69672,"35,998 mi.","$34,488"
RX 350 Base,2015,Lexus,AZ,Starfire Pearl,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2ZK1BA3FC156508,"66,203 mi.","$26,998"
Suburban LT,2018,Chevrolet,IL,Tungsten Metallic,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKHKC4JR288909,"33,403 mi.","$44,895"
Palisade SEL,2020,Hyundai,AZ,Hyper White,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R3DHE5LU095170,"31,052 mi.","$43,476"
F-150 XLT,2020,Ford,MD,Vermillion Red,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP7LFB57915,"11,159 mi.","$52,990"
X3 xDrive28i,2017,BMW,NC,Mineral White Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C5XH0T07350,"53,473 mi.","$28,000"
CT6 3.6L Luxury,2018,Cadillac,MI,Radiant Silver Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1G6KD5RS1JU142921,"38,856 mi.","$39,744"
328 Gran Turismo i xDrive SULEV,2016,BMW,TX,Alpine White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA8Z5C58GG500709,"62,222 mi.","$22,429"
Explorer Limited,2020,Ford,KY,Magnetic Metallic,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8FH7LGA06965,"26,600 mi.","$43,498"
X3 xDrive28i,2016,BMW,TN,Space Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C5XG0D75309,"57,738 mi.","$26,178"
GX 460 Premium,2019,Lexus,TX,White,Gasoline ,Automatic,Premium Unleaded V-8 4.6 L/281,JTJBM7FX7K5226405,"12,958 mi.","$51,592"
1500 Laramie,2016,RAM,MI,Brilliant Black Crystal Pearlcoat,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,1C6RR7NM3GS403025,"85,876 mi.","$32,506"
Grand Cherokee Summit,2015,Jeep,IL,Granite Crystal Clearcoat Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFJG0FC136803,"48,737 mi.","$31,790"
430 Gran Coupe i,2018,BMW,FL,Alpine White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J1C59JBG80787,"51,725 mi.","$27,999"
Sportage EX,2018,Kia,NY,White,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPNCAC5J7420632,"29,258 mi.","$18,998"
MKC Reserve,2019,Lincoln,AR,Iced Mocha Metallic,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,5LMCJ3C93KUL10380,"14,430 mi.","$36,556"
F-150 XLT,2018,Ford,,Shadow Black,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTEW1EG5JFA59690,"34,819 mi.","$38,999"
TLX V6 Technology & A-Spec,2019,Acura,MA,Crystal Black Pearl,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,19UUB3F69KA002708,"60,426 mi.","$32,400"
4Runner SR5 Premium,2017,Toyota,UT,Midnight Black Metallic,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR7H5469507,"45,374 mi.","$38,903"
Q7 2.0T Premium Plus,2018,Audi,TX,Night Black,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1LHAF70JD054872,"60,080 mi.","$36,598"
XC60 T6 Momentum,2021,Volvo,WA,Crystal White Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22RK1M1770686,"20,143 mi.","$46,800"
Seltos EX,2021,Kia,AZ,Steel Gray,Gasoline ,Variable,Regular Unleaded I-4 2.0 L/122,KNDERCAA2M7078037,"25,539 mi.","$26,365"
AMG E 43 Base 4MATIC,2018,Mercedes-Benz,CT,Black,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDDZF6EB2JA416023,"16,000 mi.","$44,900"
Forester 2.5i Premium,2018,Subaru,NE,Venetian Red Pearl,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,JF2SJAEC1JH488054,"23,912 mi.","$18,989"
XC90 T6 Momentum 7 Passenger,2021,Volvo,TX,Savile Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK7M1711404,"14,802 mi.","$56,964"
Atlas 3.6 V6 SEL R-Line,2019,Volkswagen,VA,Deep Black Pearl Effect,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2RR2CA6KC577662,"17,910 mi.","$44,282"
Highlander Limited,2017,Toyota,CA,Predawn Gray Mica,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC,5TDDZRFH7HS379452,"46,830 mi.","$34,500"
330 i,2018,BMW,TX,Jet Black,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA8B9C59JEE82724,"17,741 mi.","$29,999"
MDX 3.5L,2016,Acura,PA,White,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H49GB050492,"64,052 mi.","$25,983"
X3 xDrive28i,2017,BMW,NY,Black,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C3XH0W74893,"48,133 mi.","$21,990"
F-150 XLT,2018,Ford,MI,Lead Foot,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP5JFD26889,"45,518 mi.","$37,797"
Wrangler Unlimited Sport,2020,Jeep,OH,Black Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4HJXDG0LW170859,"14,709 mi.","$42,899"
Challenger SXT,2016,Dodge,TX,Billet Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZAG0GH271748,"139,988 mi.","$18,750"
X5 xDrive40i,2019,BMW,VA,Sunstone Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C59KLL03582,"28,227 mi.","$59,200"
A5 2.0T Premium Plus,2018,Audi,WA,Monsoon Gray Metallic,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUENCF58JA107124,"13,188 mi.","$39,988"
4Runner TRD Off Road,2020,Toyota,TN,Classic Silver Metallic,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JRXL5785945,"46,502 mi.","$40,989"
Impreza Limited,2019,Subaru,,Ice Silver Metallic,Gasoline ,Automatic CVT,2.0L H4 16V GDI DOHC,4S3GTAU66K3711553,"19,833 mi.","$24,500"
XC90 T6 Momentum,2016,Volvo,NJ,Crystal White Pearl,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK6G1023656,"64,750 mi.","$31,549"
LX 570 Base,2015,Lexus,IL,Starfire Pearl,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,JTJHY7AX8F4171142,"73,684 mi.","$49,344"
Pilot Touring,2012,Honda,CO,Polished Metal Metallic,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H93CB010975,"68,278 mi.","$22,750"
Pilot Touring,2015,Honda,IL,Modern Steel Metallic,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H98FB051137,"87,644 mi.","$23,599"
Grand Cherokee Limited,2019,Jeep,OH,Velvet Red Pearlcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG6KC593415,"13,310 mi.","$37,995"
E-Class E 350 4MATIC,2014,Mercedes-Benz,NJ,–,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF8JB0EB035929,"91,535 mi.","$16,495"
Fusion SEL,2020,Ford,OH,Silver,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3FA6P0CD7LR196016,"42,952 mi.","$22,511"
4Runner Limited,2018,Toyota,MN,Blizzard Pearl,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR8J5591735,"36,199 mi.","$45,995"
Yukon Denali,2016,GMC,IA,Bronze Alloy Metallic,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2CKJ1GR124914,"89,329 mi.","$36,000"
528 i,2016,BMW,AZ,Jet Black,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5A5C52GD527674,"65,680 mi.","$19,899"
X5 xDrive40i,2019,BMW,TX,Black Sapphire Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C50KLL21212,"19,633 mi.","$54,800"
Camaro ZL1,2019,Chevrolet,OH,Satin Steel Gray Metallic,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV Supercharged,1G1FK1R65K0130143,"11,410 mi.","$66,987"
G80 3.8,2018,Genesis,FL,Victoria Black,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,KMHGN4JE5JU237347,"42,863 mi.","$26,998"
LS 430,2006,Lexus,IL,Blue Onyx Pearl,Gasoline ,6-Speed Automatic,4.3L V8 32V MPFI DOHC,JTHBN36F765052338,"47,449 mi.","$17,997"
F-150 XLT,2020,Ford,NJ,Black,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTEW1E47LFB04105,"18,828 mi.","$45,973"
QX80 Base,2018,INFINITI,NC,Graphite Shadow,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AZ2NFXJ9662768,"30,772 mi.","$51,998"
XT5 Premium Luxury,2017,Cadillac,TX,Radiant Silver Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYFNERS8HZ100023,"59,299 mi.","$29,819"
Tacoma,2020,Toyota,PA,Super White,Gasoline ,6-Speed,3.5L V6 24V PDI DOHC,5TFCZ5AN1LX236386,"12,335 mi.","$52,000"
Macan S,2016,Porsche,SC,Agate Gray Metallic,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A51GLB46998,"46,827 mi.","$44,400"
Flex SEL,2019,Ford,MI,Burgundy Velvet Metallic Tinted Clearcoat,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMGK5C83KBA19131,"24,724 mi.","$28,295"
Ranger XLT,2019,Ford,OH,Oxford White,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER4FH4KLA63880,"23,096 mi.","$35,983"
370Z Base,2017,Nissan,IL,White,Gasoline ,6-Speed Manual,3.7L V6 24V MPFI DOHC,JN1AZ4EH7HM954641,"39,610 mi.","$29,945"
X5 xDrive40i,2019,BMW,AZ,Jet Black,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C5XKLL08841,"23,461 mi.","$59,448"
Expedition EL Limited,2012,Ford,VA,White Platinum Tri-Coat Metallic,E85 Flex Fuel ,6-Speed Automatic,5.4L V8 24V MPFI SOHC Flexible Fuel,1FMJK2A5XCEF00335,"143,370 mi.","$15,662"
Grand Cherokee Limited,2018,Jeep,FL,True Blue Pearlcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG6JC337323,"45,459 mi.","$31,962"
X5 xDrive35i,2018,BMW,MA,Azurite Black Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C5XJ0Y04148,"18,951 mi.","$47,990"
GX 460 Base,2019,Lexus,IL,Black Onyx,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX6K5231918,"19,990 mi.","$45,995"
X3 xDrive30i,2019,BMW,MO,Mineral White Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C55KLE14117,"19,984 mi.","$40,990"
Challenger SXT,2018,Dodge,GA,White Knuckle Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZAG8JH116503,"18,052 mi.","$29,985"
Tahoe LT,2018,Chevrolet,VA,Tungsten Metallic,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKBKC8JR178877,"57,577 mi.","$47,000"
X5 sDrive40i,2020,BMW,GA,Mineral White Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR4C0XLLT18375,"45,435 mi.","$56,800"
CR-V EX-L,2017,Honda,MO,Modern Steel Metallic,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H87HL054573,"43,755 mi.","$26,363"
Prius Prime Plus,2017,Toyota,CA,Gray,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,JTDKARFP7H3013899,"45,355 mi.","$21,950"
X5 xDrive40i,2021,BMW,TN,Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C01M9G85663,"3,442 mi.","$72,769"
Edge Titanium,2019,Ford,MI,Blue Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K94KBC59969,"24,330 mi.","$30,238"
G80 3.8,2018,Genesis,FL,Victoria Black,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,KMHGN4JE2JU270807,"26,732 mi.","$28,852"
Tiguan 2.0T SE,2018,Volkswagen,CA,Deep Black Pearl Effect,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV3B7AX3JM005091,"65,117 mi.","$21,995"
Edge Titanium,2018,Ford,MN,White Platinum Tri-Coat Metallic,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMPK4K80JBC17191,"35,014 mi.","$30,798"
Q7 3.0T Premium Plus,2018,Audi,WI,Orca Black Metallic,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WA1LAAF75JD042950,"59,151 mi.","$43,849"
Land Cruiser Heritage Edition,2020,Toyota,IL,Blizzard Pearl,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC,JTMCY7AJ9L4088646,"35,790 mi.","$94,999"
F-150 Lariat,2018,Ford,FL,Magnetic Metallic,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1EG3JFA81918,"26,615 mi.","$49,289"
Explorer Limited,2017,Ford,IN,Ruby Red,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K8F81HGB44327,"71,988 mi.","$29,700"
Q50 3.0t Sport,2019,INFINITI,FL,Midnight Black,Gasoline ,7-Speed Automatic with Overdrive,V6 Cylinder Engine,JN1EV7AP8KM516035,"47,884 mi.","$31,690"
540 i xDrive,2019,BMW,NY,Black Sapphire Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C51KWD55295,"39,870 mi.","$49,995"
F-150 Lariat,2020,Ford,LA,White,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTEW1E51LKD64290,"16,574 mi.","$52,926"
SLK-Class SLK350 Roadster,2005,Mercedes-Benz,MS,Silver,Gasoline ,7-Speed Automatic,3.5L V6 24V MPFI DOHC,WDBWK56F05F049750,"88,696 mi.","$9,750"
Silverado 2500 LTZ,2016,Chevrolet,MN,Summit White,Diesel ,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,1GC1KWE87GF119977,"111,597 mi.","$48,988"
MDX 3.5L Advance Pkg w/Entertainment Pkg,2015,Acura,PA,NOT SPECIFIED,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H80FB007774,"99,700 mi.","$22,990"
